,Data
202,0.07295646767489172
203,2.8613163765246967
204,4.677880805506433
205,-3.8555417318602556
206,0.5408721163844166
207,-1.6231956803766845
208,4.842448720605014
209,2.344032080925648
210,2.420244290911718
211,0.5777052971109956
212,3.09238082307289
213,2.9151669050734026
214,2.334661877774889
215,4.632746303358109
216,4.71766180637794
217,1.547813572231532
218,2.181495048372417
219,-0.1434908925272298
220,-0.3525091262462495
221,4.051815567340805
222,3.923882862075876
223,0.5209050108994829
224,3.5101941411111617
225,4.653799628800559
226,0.8661370256068988
227,0.39136474409700206
228,1.6199992991436982
229,3.213318373634014
230,4.970028674832584
231,4.925947856643104
232,1.0504391835271774
233,1.5508814962273232
234,1.0859594168137598
235,2.5802296732611243
236,1.0114550750452538
237,1.6832997152930977
238,2.6191963116504335
239,2.463724011633867
240,0.9305619141448858
241,3.998005695233441
242,6.614985928270559
243,3.557679225947374
244,2.098353612249424
245,-1.610805535837163
246,4.644924477765391
247,1.5547510113128695
248,2.7457668968788926
249,1.0410960976452879
250,-0.16914078184671233
251,-0.546691903279187
252,-1.6912286123279847
253,1.4171469691468968
254,2.2304952011677504
255,-0.4611711875964515
256,4.27651512770716
257,-0.30618695584632527
258,3.248678353389429
259,3.151062097524025
260,2.8623469884819297
261,-0.7381407965409932
262,6.4814154220224
263,1.0970624676687402
264,0.08677899807001177
265,-2.3809600808714153
266,1.6619139589317513
267,1.7236347019258331
268,2.3176323826842804
269,5.585599576161137
270,1.2499663803994476
271,0.5603668987886945
272,1.2451839229819142
273,3.326970533567165
274,0.8987705207452552
275,1.126846558015536
276,-1.0250285174343825
277,3.5950724905948945
278,3.9001580182327675
279,1.1533809932478147
280,0.4893722824993725
281,3.914800980596553
282,0.8755408928642805
283,1.0418476310276032
284,3.277771417193956
285,1.0592212558501233
286,6.17161754371704
287,0.6987039271525612
288,-2.334962356129906
289,0.8624408432320408
290,3.506148035841979
291,2.9781284425288996
292,0.39746120628675863
293,0.0709379342913039
294,-1.813379592776009
295,-3.0548907692127245
296,0.0005581556202022275
297,-1.4297599843100297
298,0.24674398027412803
299,3.3093069273835023
300,-1.279834539064407
301,7.132346822593091
302,1.4971254505163643
303,3.525855914994248
304,-2.283643162064589
305,6.602245234300588
306,0.6030809016347733
307,1.8963770922385748
308,1.5602914186990278
309,3.1067917822111104
310,5.189239754230972
311,1.2809660617922503
312,-0.6625511224113549
313,1.6793719692518734
314,6.477884199976576
315,0.17149639662830807
316,-0.2734316184028911
317,2.419112212933226
318,1.0660794527234323
319,2.435478579671643
320,2.822595056056811
321,1.6660483762332707
322,0.7619528003445684
323,-2.9690324443575737
324,0.41433704557258566
325,2.5904206885119603
326,-1.2433839999878546
327,1.009103718792518
328,-1.7437135806897275
329,3.675432763305154
330,0.0748882326634116
331,1.648382844914721
332,-2.804987274861295
333,5.4117162056365
334,3.8119372660256183
335,-2.7307025135256926
336,1.005648996275335
337,2.295081472991291
338,1.498579733515676
339,-0.291722921015505
340,0.16111303734695825
341,-0.6444053255701334
342,3.0311380546345594
343,0.14365489496521278
344,2.8589885124727035
345,-1.5636500529203097
346,4.283898035425972
347,0.5161572639157457
348,0.8150095228271195
349,-2.8032232056277047
350,1.0611024432256635
351,-6.177047150897669
352,-0.04473342209276088
353,1.0499155057748892
354,-3.820175658249216
355,1.6234138979339314
356,4.411888841800576
357,0.8001998121073068
358,-0.9090706856566342
359,1.854608257413414
360,3.580279911256002
361,1.812467634119201
362,-0.05638968378800824
363,-0.10461831029078339
364,3.316729531784437
365,4.854985306238518
366,1.6704309699774675
367,-0.7192709927685756
368,2.3540353537964913
369,2.0496704792676113
370,0.8148651117686649
371,0.4536169271480517
372,2.9569996990897462
373,4.7301726960645105
374,-1.425821470117563
375,-0.7273585674810916
376,4.1608135234967705
377,0.38751460766187984
378,1.7128857144098368
379,1.2578548281823267
380,1.051458419494086
381,1.30780381992767
382,-0.14022515704664928
383,2.4510599995758793
384,0.23034799538222073
385,2.295739552067166
386,1.9493609439310262
387,0.09598155713818929
388,1.188607389193275
389,-0.09663598720161343
390,0.8635746225494816
391,2.0622344533293266
392,-0.03004766203117848
393,-1.825519727020605
394,2.2769623072491485
395,-0.5291263940232969
396,1.2865829627139331
397,6.320539382668267
398,-1.7059424827485796
399,3.931165315021051
400,0.2533978078678105
401,-3.7601542927370057
402,2.553191800954508
403,2.7091170116802066
404,1.6845048459666283
405,1.3115497578484954
406,-0.4230731052758764
407,2.732923523693716
408,-1.043362195358916
409,0.8423248343739025
410,0.868833990338912
411,1.0606618065161457
412,2.9867221735549108
413,1.2870829298352136
414,2.2332418199803574
415,1.7697772859267156
416,1.8171499466262295
417,3.9952528063729558
418,0.795728355574197
419,1.753129442644188
420,-1.2947929999394747
421,2.523987948879789
422,2.478095649112536
423,4.943443510088828
424,0.43608111190112697
425,0.4386746639848863
426,3.8600941022602804
427,1.1192881120429754
428,1.6083846652432772
429,5.521515501661723
430,8.413936647249777
431,1.312489963768976
432,2.9891008491538296
433,0.5363515276765303
434,2.265161619918283
435,4.763852273544728
